model,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,avg_rule_coverage,avg_rule_precision,avg_conditions_count,rules_count,dataset
XGB_0,0.9646781789638932,0.963949843260188,0.961806981556616,0.9563050624589088,0.9431773551898488,0.9407828894269572,0.8615948593470929,0.8492346210603707,0.961806981556616,0.9563050624589088,0.65,0.98,3.63,2548,dna
RF_2,0.9502351097178684,0.9561128526645768,0.947769669665619,0.955766317016317,0.9192357971634946,0.9301002480768176,0.8020968566976603,0.847673556596459,0.947769669665619,0.955766317016317,0.61,0.97,4.32,2552,splice
SVC_0,0.9521943573667712,0.9420062695924764,0.9496576721707612,0.9329358635317178,0.9223892651578792,0.907983519203558,0.8107794428895059,0.7977891318278099,0.9496576721707612,0.9329358635317178,0.62,0.97,3.81,2552,splice
XGB_1,0.9467084639498432,0.9529780564263324,0.9474611825908916,0.949481018126356,0.9138045104416466,0.9258004365136284,0.7963349199522904,0.8394445502171337,0.9474611825908916,0.949481018126356,0.62,0.97,4.33,2552,splice
RF_0,0.9581377151799688,0.953125,0.9572734246938246,0.9529923318741368,0.916007916063196,0.905984663748274,0.5221692019708406,0.5025959056995755,0.9572734246938246,0.9529923318741368,0.41,0.99,2.85,2556,kr-vs-kp
SVC_1,0.986697965571205,0.9796875,0.9866820141065832,0.980053932057332,0.9733950189440788,0.9593861053618152,0.6267020646816873,0.6021591802465924,0.9866820141065832,0.980053932057332,0.41,1.0,2.89,2556,kr-vs-kp
XGB_1,0.9565727699530516,0.9359375,0.9556040417669698,0.9364000628535512,0.9128400796284007,0.8713624598007688,0.5176741949065269,0.4540503768928091,0.9556040417669698,0.9364000628535512,0.41,0.99,2.83,2556,kr-vs-kp
RF_2,0.9837251356238698,0.984504132231405,0.8571613810509204,0.8807171723651293,0.8142057310812078,0.8306508047585724,0.1235052462885931,0.1289928709472656,0.8571613810509204,0.8807171723651293,0.28,1.0,1.83,3871,wilt
SVC_1,0.9852751227073108,0.9741735537190084,0.8341844644986398,0.7542333726060941,0.791243953182757,0.645265318088537,0.1027144733925389,0.0752721599932236,0.8341844644986398,0.7542333726060941,0.31,1.0,2.3,3871,wilt
XGB_1,0.9837251356238698,0.9824380165289256,0.8571613810509204,0.862541073384447,0.8142057310812078,0.8156727451946773,0.1235052462885931,0.1305584876120892,0.8571613810509204,0.862541073384447,0.28,1.0,1.83,3871,wilt
RF_0,0.957,0.966,0.8392523364485982,0.8802106348504934,0.7852409328284831,0.8293172690763052,0.2202757661032464,0.2268225987685037,0.8392523364485982,0.8802106348504934,0.45,0.98,5.57,4000,churn
SVC_1,0.99,0.968,0.8765432098765432,0.7202563014891384,0.8540774411020071,0.552209565923148,0.1138397297556363,0.055454310413544,0.8765432098765432,0.7202563014891384,0.42,1.0,2.94,4000,churn
XGB_2,0.957,0.96,0.8392523364485982,0.8650430423885802,0.7852409328284831,0.8007968127490039,0.2202757661032464,0.2118658710963878,0.8392523364485982,0.8650430423885802,0.45,0.98,5.57,4000,churn
RF_2,0.8459403192227619,0.84736355226642,0.7986569126252665,0.8044490032740685,0.6190303416201093,0.6222737062347656,0.1864738940988544,0.1870109294293722,0.7986569126252665,0.8044490032740685,0.27,0.98,4.51,4323,phoneme
SVC_0,0.9201943095072866,0.9019426456984274,0.9102741800045804,0.883865959373787,0.8121803132462664,0.7565180806350853,0.3454152780865689,0.2841440968290369,0.9102741800045804,0.883865959373787,0.47,0.98,5.2,4323,phoneme
XGB_2,0.8459403192227619,0.8279370952821462,0.7986569126252665,0.7809314708808324,0.6190303416201093,0.5781950155240413,0.1864738940988544,0.1616867723758081,0.7986569126252665,0.7809314708808324,0.27,0.98,4.51,4323,phoneme
RF_0,0.9807516040329972,0.9844322344322344,0.9626444014669696,0.977217017108548,0.970849471478881,0.9765076593079098,1.081648375588819,1.0995089625531371,0.9626444014669696,0.977217017108548,0.64,1.0,3.97,4364,wall-robot-navigation
SVC_2,0.9330889092575618,0.9084249084249084,0.917739529576974,0.8976362073900297,0.8974614901625915,0.8604353343992392,0.8940137705619642,0.8261746748617076,0.917739529576974,0.8976362073900297,0.64,0.98,4.78,4364,wall-robot-navigation
XGB_0,0.9807516040329972,0.9816849816849816,0.9626444014669696,0.9790184329624652,0.970849471478881,0.9722989933017848,1.081648375588819,1.0872257263844889,0.9626444014669696,0.9790184329624652,0.64,1.0,3.97,4364,wall-robot-navigation
RF_1,0.9995383905216187,1.0,0.9995213784301212,1.0,0.9990755828268448,1.0,0.6888118615083547,0.692442446947224,0.9995213784301212,1.0,0.62,1.0,2.82,6499,mushroom
SVC_1,0.9995383905216187,1.0,0.9995213784301212,1.0,0.9990755828268448,1.0,0.6888118615083547,0.692442446947224,0.9995213784301212,1.0,0.62,1.0,2.82,6499,mushroom
XGB_2,0.9995383905216187,1.0,0.9995213784301212,1.0,0.9990755828268448,1.0,0.6888118615083547,0.692442446947224,0.9995213784301212,1.0,0.62,1.0,2.82,6499,mushroom
RF_2,0.959946595460614,0.9402912621359224,0.959058039429093,0.9395277357971288,0.9518055584089344,0.9281697866893835,1.6162940906681005,1.5518125442036346,0.959058039429093,0.9395277357971288,0.45,0.99,4.45,8239,har
SVC_1,0.9587328559291176,0.9354368932038836,0.958066778419548,0.9343369287130244,0.9503483129848256,0.922341600021542,1.6135391434235973,1.5461766562160362,0.958066778419548,0.9343369287130244,0.44,0.99,4.43,8239,har
XGB_1,0.959946595460614,0.9364077669902912,0.959058039429093,0.9349545194158152,0.9518055584089344,0.9235051458138868,1.6162940906681005,1.5430994932496889,0.959058039429093,0.9349545194158152,0.45,0.99,4.45,8239,har
