model_bb,bb_num,model_rk,rk_cat,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,dataset,model,approx,filter_key
SVC,0,RK,Prec,0.84375,0.78,0.8458927267226783,0.7639318943073755,0.8263219504739674,0.7548541660863025,1.833691478379926,1.626954524191847,0.8458927267226783,0.7639318943073755,cmc,SVC_0,RK_Prec,cmc_SVC_0
XGB,0,RK,C2,0.9039772727272728,0.9160997732426304,0.9452365521710951,0.9497282608695652,0.6672022341668196,0.7475828782698823,0.22312026644823,0.2894453318742925,0.9452365521710951,0.9497282608695652,titanic,XGB_0,RK_C2,titanic_XGB_0
XGB,0,RK,Corr,0.8301136363636363,0.8367346938775511,0.9031108230719378,0.9021739130434784,0.506404436207013,0.5764592892967666,0.1739395160202496,0.2208340969253177,0.9031108230719378,0.9021739130434784,titanic,XGB_0,RK_Corr,titanic_XGB_0
XGB,0,RK,Prec,0.9039772727272728,0.9160997732426304,0.9452365521710951,0.9497282608695652,0.6672022341668196,0.7475828782698823,0.22312026644823,0.2894453318742925,0.9452365521710951,0.9497282608695652,titanic,XGB_0,RK_Prec,titanic_XGB_0
RF,0,RK,C2,0.9039772727272728,0.9160997732426304,0.9452365521710951,0.9497282608695652,0.6672022341668196,0.7475828782698823,0.22312026644823,0.2894453318742925,0.9452365521710951,0.9497282608695652,titanic,RF_0,RK_C2,titanic_RF_0
RF,0,RK,Corr,0.8301136363636363,0.8367346938775511,0.9031108230719378,0.9021739130434784,0.506404436207013,0.5764592892967666,0.1739395160202496,0.2208340969253177,0.9031108230719378,0.9021739130434784,titanic,RF_0,RK_Corr,titanic_RF_0
RF,0,RK,Prec,0.9039772727272728,0.9160997732426304,0.9452365521710951,0.9497282608695652,0.6672022341668196,0.7475828782698823,0.22312026644823,0.2894453318742925,0.9452365521710951,0.9497282608695652,titanic,RF_0,RK_Prec,titanic_RF_0
SVC,1,RK,C2,0.8380681818181818,0.8390022675736961,0.7645478864008521,0.7852326738145241,0.5158432011490037,0.5687130676731085,0.1152492403417878,0.14817260330025933,0.7645478864008521,0.7852326738145241,titanic,SVC_1,RK_C2,titanic_SVC_1
SVC,1,RK,Corr,0.9119318181818182,0.9183673469387756,0.944603288062902,0.9457831325301204,0.7670303543734757,0.8025471369583603,0.32821974176912283,0.3749303163837221,0.944603288062902,0.9457831325301204,titanic,SVC_1,RK_Corr,titanic_SVC_1
SVC,1,RK,Prec,0.8380681818181818,0.8390022675736961,0.7645478864008521,0.7852326738145241,0.5158432011490037,0.5687130676731085,0.1152492403417878,0.14817260330025933,0.7645478864008521,0.7852326738145241,titanic,SVC_1,RK_Prec,titanic_SVC_1
XGB,1,RK,C2,0.9734848484848484,0.9588744588744588,0.9727578154285512,0.9628697574685496,0.969059050292711,0.9519253413366486,1.818036830801808,1.7719041217692515,0.9727578154285512,0.9628697574685496,segment,XGB_1,RK_C2,segment_XGB_1
XGB,1,RK,Corr,0.9453463203463204,0.9177489177489178,0.9441247381259216,0.9258801523081076,0.9362312304617436,0.9037927236260214,1.7420347014907445,1.6930329323562725,0.9441247381259216,0.9258801523081076,segment,XGB_1,RK_Corr,segment_XGB_1
XGB,1,RK,Prec,0.9967532467532468,0.9523809523809524,0.9966969687503254,0.9562044455400798,0.9962114456164088,0.9443742098609356,1.9277118472747088,1.7639751246133368,0.9966969687503254,0.9562044455400798,segment,XGB_1,RK_Prec,segment_XGB_1
RF,0,RK,C2,0.9734848484848484,0.9632034632034632,0.9727578154285512,0.9663025804171086,0.969059050292711,0.9569551849436316,1.818036830801808,1.7733790474673627,0.9727578154285512,0.9663025804171086,segment,RF_0,RK_C2,segment_RF_0
RF,0,RK,Corr,0.9453463203463204,0.922077922077922,0.9441247381259216,0.9270004544765944,0.9362312304617436,0.9087292223435606,1.7420347014907445,1.6930819382832636,0.9441247381259216,0.9270004544765944,segment,RF_0,RK_Corr,segment_RF_0
RF,0,RK,Prec,0.9967532467532468,0.9588744588744588,0.9966969687503254,0.9620687987200238,0.9962114456164088,0.9519319227230912,1.9277118472747088,1.7867075498073917,0.9966969687503254,0.9620687987200238,segment,RF_0,RK_Prec,segment_RF_0
SVC,1,RK,C2,0.9653679653679652,0.9502164502164502,0.9648071604802678,0.9520074983225376,0.9595872895683872,0.9417881012380848,1.7875312917890018,1.7288305050736834,0.9648071604802678,0.9520074983225376,segment,SVC_1,RK_C2,segment_SVC_1
SVC,1,RK,Corr,0.9415584415584416,0.9285714285714286,0.9414428177496056,0.930594879105214,0.9318272878714232,0.9163998069836814,1.7305577795398257,1.6844309448548038,0.9414428177496056,0.930594879105214,segment,SVC_1,RK_Corr,segment_SVC_1
SVC,1,RK,Prec,0.9696969696969696,0.9329004329004328,0.9690215733594776,0.9356131680151636,0.9646387092144784,0.9215894532832568,1.812097195119733,1.6809211426670894,0.9690215733594776,0.9356131680151636,segment,SVC_1,RK_Prec,segment_SVC_1
XGB,2,RK,C2,0.95355587808418,0.9632495164410058,0.7104827343199436,0.6964521452145215,0.5200905489530278,0.3264998285910182,0.06095143840954804,0.01912392008772415,0.7104827343199436,0.6964521452145215,seismic-bumps,XGB_2,RK_C2,seismic-bumps_XGB_2
XGB,2,RK,Corr,0.9163038219641992,0.9264990328820116,0.6941155743481325,0.8403465346534653,0.3567523812093576,0.2957413249211357,0.03595401801656084,0.03201784064863858,0.6941155743481325,0.8403465346534653,seismic-bumps,XGB_2,RK_Corr,seismic-bumps_XGB_2
XGB,2,RK,Prec,0.964683115626512,0.9709864603481624,0.7376027719050975,0.7004125412541254,0.6166825439164729,0.3851581701419171,0.08494186275697233,0.02218149843983848,0.7376027719050975,0.7004125412541254,seismic-bumps,XGB_2,RK_Prec,seismic-bumps_XGB_2
RF,0,RK,C2,0.9540396710208032,0.9709864603481624,0.7128744819649953,0.9854368932038836,0.5272744343254154,0.20502306509482315,0.06274750542209158,0.01343972620234169,0.7128744819649953,0.9854368932038836,seismic-bumps,RF_0,RK_C2,seismic-bumps_RF_0
RF,0,RK,Corr,0.9158200290275762,0.9187620889748548,0.6924504902380045,0.9592233009708736,0.3550678898556131,0.08014911463187335,0.03570087012999126,0.00961313801650136,0.6924504902380045,0.9592233009708736,seismic-bumps,RF_0,RK_Corr,seismic-bumps_RF_0
RF,0,RK,Prec,0.9641993226898888,0.9709864603481624,0.7358079790997659,0.487378640776699,0.6133303672095011,-0.00675061664286635,0.08463069087145396,9.87103603707004e-5,0.7358079790997659,0.487378640776699,seismic-bumps,RF_0,RK_Prec,seismic-bumps_RF_0
SVC,0,RK,C2,0.9622641509433962,0.9671179883945842,0.9622641509433962,0.9671179883945842,0,0,0,0,0.4811320754716981,0.4835589941972921,seismic-bumps,SVC_0,RK_C2,seismic-bumps_SVC_0
SVC,0,RK,Corr,0.9240445089501692,0.9148936170212766,0.9240445089501692,0.9148936170212766,0,0,0,0,0.46202225447508466,0.4574468085106383,seismic-bumps,SVC_0,RK_Corr,seismic-bumps_SVC_0
SVC,0,RK,Prec,0.9675858732462506,0.9748549323017408,0.9675858732462506,0.9748549323017408,0,0,0,0,0.4837929366231253,0.4874274661508704,seismic-bumps,SVC_0,RK_Prec,seismic-bumps_SVC_0
XGB,2,RK,C2,1,0.7384615384615385,1,0.7402407070213617,1,0.47859681200878834,0.6930431643794752,0.122789524715998,1,0.7402407070213617,madelon,XGB_2,RK_C2,madelon_XGB_2
XGB,2,RK,Corr,0.9966346153846154,0.7384615384615385,0.996613108311178,0.7405515832482125,0.9932675501465787,0.47891952430775575,0.6708160316608682,0.12415762838082658,0.996613108311178,0.7405515832482125,madelon,XGB_2,RK_Corr,madelon_XGB_2
XGB,2,RK,Prec,0.9980769230769232,0.6615384615384615,0.9980487804878048,0.6628473301653566,0.9961528324308828,0.32468529094907106,0.6803952893255418,0.05451399309835761,0.9980487804878048,0.6628473301653566,madelon,XGB_2,RK_Prec,madelon_XGB_2
RF,1,RK,C2,1,0.8,1,0.8018238071975248,1,0.6012799150655441,0.6930431643794752,0.20025421965869175,1,0.8018238071975248,madelon,RF_1,RK_C2,madelon_RF_1
RF,1,RK,Corr,0.9966346153846154,0.8346153846153846,0.996613108311178,0.8367751772734675,0.9932675501465787,0.670493228606375,0.6708160316608682,0.2588338233756619,0.996613108311178,0.8367751772734675,madelon,RF_1,RK_Corr,madelon_RF_1
RF,1,RK,Prec,0.9980769230769232,0.6730769230769231,0.9980487804878048,0.6743941614483872,0.9961528324308828,0.34770738330308004,0.6803952893255418,0.06270950438864828,0.9980487804878048,0.6743941614483872,madelon,RF_1,RK_Prec,madelon_RF_1
SVC,0,RK,C2,0.9451923076923076,0.7673076923076924,0.9456799192503084,0.7735119047619048,0.8904256449831562,0.5388449135150981,0.4840975006025443,0.16217253880873678,0.9456799192503084,0.7735119047619048,madelon,SVC_0,RK_C2,madelon_SVC_0
SVC,0,RK,Corr,0.9447115384615384,0.7673076923076924,0.9452362955431314,0.7744047619047619,0.8894727406139623,0.5396546678372842,0.48321662343531424,0.165082946923658,0.9452362955431314,0.7744047619047619,madelon,SVC_0,RK_Corr,madelon_SVC_0
SVC,0,RK,Prec,0.9442307692307692,0.6403846153846153,0.9447676919817444,0.6446428571428571,0.8885144157772802,0.28563032618277995,0.48199475170110767,0.04269025598459369,0.9447676919817444,0.6446428571428571,madelon,SVC_0,RK_Prec,madelon_SVC_0
XGB,0,RK,C2,0.9631083202511774,0.9498432601880876,0.9619797193326224,0.9461932938856016,0.9409374908297412,0.9181697208728136,0.8676614403018882,0.8047165318600868,0.9619797193326224,0.9461932938856016,dna,XGB_0,RK_C2,dna_XGB_0
XGB,0,RK,Corr,0.9403453689167977,0.9435736677115988,0.9302671843786906,0.9286522024983564,0.9032733795251632,0.9061734043596196,0.7718927551348779,0.768275103112943,0.9302671843786906,0.9286522024983564,dna,XGB_0,RK_Corr,dna_XGB_0
XGB,0,RK,Prec,0.9791993720565147,0.9294670846394985,0.9732102637967256,0.9148323471400394,0.9664091293620636,0.8836992627400146,0.9237648566698248,0.71935721189601,0.9732102637967256,0.9148323471400394,dna,XGB_0,RK_Prec,dna_XGB_0
RF,1,RK,C2,0.9474097331240188,0.945141065830721,0.9460447066282308,0.9499260122946848,0.9155694902571526,0.909717589504114,0.8090230638228577,0.7810137818926312,0.9460447066282308,0.9499260122946848,dna,RF_1,RK_C2,dna_RF_1
RF,1,RK,Corr,0.9254317111459968,0.9404388714733544,0.9148767193198925,0.9289289401037252,0.8786992263480153,0.9000630685963733,0.7172020619476905,0.7584405410782491,0.9148767193198925,0.9289289401037252,dna,RF_1,RK_Corr,dna_RF_1
RF,1,RK,Prec,0.999607535321821,0.9373040752351096,0.9994588744588744,0.9339612985267236,0.9993642383048418,0.895668526808528,1.0260197516188072,0.7356866335279768,0.9994588744588744,0.9339612985267236,dna,RF_1,RK_Prec,dna_RF_1
SVC,0,RK,C2,0.9509419152276296,0.945141065830721,0.9496910549768964,0.9383561144855346,0.9212363007423076,0.9106632046824804,0.8227043339989846,0.7859952145950917,0.9496910549768964,0.9383561144855346,dna,SVC_0,RK_C2,dna_SVC_0
SVC,0,RK,Corr,0.9281789638932496,0.9373040752351096,0.9179441222374708,0.9173714795672124,0.8831735882573276,0.8960332107079274,0.7266040406700707,0.7536964245915736,0.9179441222374708,0.9173714795672124,dna,SVC_0,RK_Corr,dna_SVC_0
SVC,0,RK,Prec,0.9960753532182104,0.9294670846394985,0.995757158206409,0.9165658242388685,0.9936424211197372,0.883962023935106,1.0030637850782038,0.7185735300217533,0.995757158206409,0.9165658242388685,dna,SVC_0,RK_Prec,dna_SVC_0
XGB,1,RK,C2,0.9529780564263324,0.9545454545454546,0.9544849578900676,0.9482429911503996,0.9239674001290052,0.9280693569706866,0.8199577706676072,0.8417805587360381,0.9544849578900676,0.9482429911503996,splice,XGB_1,RK_C2,splice_XGB_1
XGB,1,RK,Corr,0.9329937304075236,0.9545454545454546,0.9307602146046424,0.9505572328045776,0.8915337885650557,0.9282105802286148,0.7528531706471058,0.8499055016833097,0.9307602146046424,0.9505572328045776,splice,XGB_1,RK_Corr,splice_XGB_1
XGB,1,RK,Prec,0.997257053291536,0.9482758620689656,0.9967021654223952,0.9381385914486846,0.9955160372452044,0.917821372532182,1.0025857895130017,0.8168504821942326,0.9967021654223952,0.9381385914486846,splice,XGB_1,RK_Prec,splice_XGB_1
RF,2,RK,C2,0.9537617554858934,0.95141065830721006,0.9550028858592734,0.9513519813519814,0.9252576948565272,0.9226355091199976,0.8227790406742954,0.8300134137624915,0.9550028858592734,0.9513519813519814,splice,RF_2,RK_C2,splice_RF_2
RF,2,RK,Corr,0.9337774294670846,0.9529780564263324,0.931292824853395,0.9558248001998,0.8928348420443993,0.925290698809101,0.7555346319898101,0.8420109172632428,0.931292824853395,0.9558248001998,splice,RF_2,RK_Corr,splice_RF_2
RF,2,RK,Prec,0.9980407523510972,0.9420062695924764,0.9972024845974428,0.9369397269397268,0.9967983138455362,0.907253232542698,1.0084656440999733,0.7868819644101213,0.9972024845974428,0.9369397269397268,splice,RF_2,RK_Prec,splice_RF_2
SVC,0,RK,C2,0.9557210031347962,0.945141065830721,0.9571411524291106,0.9387133672390106,0.9284002886075976,0.9130692059438396,0.8322193761784018,0.8062659829848775,0.9571411524291106,0.9387133672390106,splice,SVC_0,RK_C2,splice_SVC_0
SVC,0,RK,Corr,0.9357366771159876,0.9404388714733544,0.93337701662309,0.9360525770804988,0.8959673321992004,0.9058159907696252,0.7645464604897281,0.7948833160111481,0.93337701662309,0.9360525770804988,splice,SVC_0,RK_Corr,splice_SVC_0
SVC,0,RK,Prec,0.9976489028213166,0.945141065830721,0.9970644829283573,0.9381587233139208,0.9961564760065906,0.9127089921856372,1.0051732801657256,0.7995331740403981,0.9970644829283573,0.9381587233139208,splice,SVC_0,RK_Prec,splice_SVC_0
XGB,1,RK,C2,0.9737871674491392,0.9625,0.9731081433324644,0.9620521684475172,0.9474173548643828,0.9245401666404652,0.5747600596893514,0.5304161676980776,0.9731081433324644,0.9620521684475172,kr-vs-kp,XGB_1,RK_C2,kr-vs-kp_XGB_1
XGB,1,RK,Corr,0.942488262910798,0.9296875,0.941267728729358,0.9298790069138908,0.8845193500440738,0.858745978184101,0.4767388674415295,0.43698659371516857,0.941267728729358,0.9298790069138908,kr-vs-kp,XGB_1,RK_Corr,kr-vs-kp_XGB_1
XGB,1,RK,Prec,0.9953051643192488,0.9921875,0.9952970760054586,0.9917897548711504,0.990594152010917,0.984275493356396,0.6624368863148821,0.6457891597674724,0.9952970760054586,0.9917897548711504,kr-vs-kp,XGB_1,RK_Prec,kr-vs-kp_XGB_1
RF,0,RK,C2,0.9737871674491392,0.9734375,0.9731042146143672,0.9726131366845884,0.9474232957057384,0.946644696835952,0.5753172630878174,0.5720887709688556,0.9731042146143672,0.9726131366845884,kr-vs-kp,RF_0,RK_C2,kr-vs-kp_RF_0
RF,0,RK,Corr,0.942488262910798,0.946875,0.9412862585799936,0.9465581572994096,0.8845366679327524,0.893413795468127,0.4771513284949091,0.4841196051190286,0.9412862585799936,0.9465581572994096,kr-vs-kp,RF_0,RK_Corr,kr-vs-kp_RF_0
RF,0,RK,Prec,0.9960876369327074,0.978125,0.9960501213295287,0.9772306607515352,0.9921623028846772,0.9560530110554144,0.6668072606980505,0.5915317894556418,0.9960501213295287,0.9772306607515352,kr-vs-kp,RF_0,RK_Prec,kr-vs-kp_RF_0
SVC,1,RK,C2,0.9593114241001564,0.9453125,0.9592562206112852,0.9464147883264452,0.9186136795052354,0.8908190520754129,0.5392999945747545,0.5087884647685514,0.9592562206112852,0.9464147883264452,kr-vs-kp,SVC_1,RK_C2,kr-vs-kp_SVC_1
SVC,1,RK,Corr,0.9397496087636932,0.953125,0.9396759894200628,0.953991656163594,0.8794812129525302,0.9063716071898804,0.4830150643367187,0.523129807859543,0.9396759894200628,0.953991656163594,kr-vs-kp,SVC_1,RK_Corr,kr-vs-kp_SVC_1
SVC,1,RK,Prec,0.9745696400625978,0.94375,0.9745383522727272,0.9448857363386776,0.9491359790543346,0.8877072590628625,0.582982001290242,0.505189175424023,0.9745383522727272,0.9448857363386776,kr-vs-kp,SVC_1,RK_Prec,kr-vs-kp_SVC_1
XGB,1,RK,C2,0.9857917850684578,0.9803719008264464,0.8813984824908965,0.8614457831325302,0.8427762594034796,0.7978723404255319,0.1327050568967083,0.12505162960362864,0.8813984824908965,0.8614457831325302,wilt,XGB_1,RK_C2,wilt_XGB_1
XGB,1,RK,Corr,0.9542753810384912,0.9597107438016528,0.8693928894164702,0.8761226725082147,0.6173301066578945,0.6667961165048544,0.091407503026446,0.10409440746322483,0.8693928894164702,0.8761226725082147,wilt,XGB_1,RK_Corr,wilt_XGB_1
XGB,1,RK,Prec,0.9950917075691036,0.9907024793388428,0.9557460017003802,0.9181818181818182,0.9488271126062348,0.9060275272899858,0.17539669362132948,0.16582816154213492,0.9557460017003802,0.9181818181818182,wilt,XGB_1,RK_Prec,wilt_XGB_1
RF,2,RK,C2,0.9857917850684578,0.984504132231405,0.8813984824908965,0.8899758376633096,0.8427762594034796,0.8340040241448692,0.1327050568967083,0.130856162871191,0.8813984824908965,0.8899758376633096,wilt,RF_2,RK_C2,wilt_RF_2
RF,2,RK,Corr,0.9542753810384912,0.9638429752066116,0.8693928894164702,0.9068467081489084,0.6173301066578945,0.6919663963341456,0.091407503026446,0.11088889193539413,0.8693928894164702,0.9068467081489084,wilt,RF_2,RK_Corr,wilt_RF_2
RF,2,RK,Prec,0.9950917075691036,0.9948347107438016,0.9557460017003802,0.9509803921568628,0.9488271126062348,0.9457423433926728,0.17539669362132948,0.17425004820018145,0.9557460017003802,0.9509803921568628,wilt,RF_2,RK_Prec,wilt_RF_2
SVC,1,RK,C2,0.9684835959700336,0.9638429752066116,0.802817284116374,0.7891861297849239,0.6160715011568372,0.5964360587002097,0.0684845956732722,0.06877411385974462,0.802817284116374,0.7891861297849239,wilt,SVC_1,RK_C2,wilt_SVC_1
SVC,1,RK,Corr,0.9338672177731852,0.9390495867768596,0.7734248878744578,0.7862522235313143,0.40845588323078064,0.46462184558851105,0.04405179132380718,0.05406781565659312,0.7734248878744578,0.7862522235313143,wilt,SVC_1,RK_Corr,wilt_SVC_1
SVC,1,RK,Prec,0.9695169206923276,0.9679752066115702,0.8428867811737779,0.8216439115669831,0.6526059610455786,0.649848308051342,0.07936880284479794,0.08083906677777541,0.8428867811737779,0.8216439115669831,wilt,SVC_1,RK_Prec,wilt_SVC_1
XGB,2,RK,C2,0.95425,0.946,0.8305525212067268,0.8094874868330246,0.7700340550661623,0.7162792652683788,0.21040113671431707,0.16919398213380157,0.8305525212067268,0.8094874868330246,churn,XGB_2,RK_C2,churn_XGB_2
XGB,2,RK,Corr,0.91125,0.914,0.7188021739423608,0.7164650757328103,0.5332693496009782,0.5257841104592175,0.09947215442736994,0.09328934637487538,0.7188021739423608,0.7164650757328103,churn,XGB_2,RK_Corr,churn_XGB_2
XGB,2,RK,Prec,1,0.955,1,0.8553902873124841,1,0.7767281243177804,0.3934536342603935,0.1981810106141661,1,0.8553902873124841,churn,XGB_2,RK_Prec,churn_XGB_2
RF,0,RK,C2,0.95425,0.952,0.8305525212067268,0.8237590219472677,0.7700340550661623,0.7455902306648575,0.21040113671431707,0.18233599730392988,0.8305525212067268,0.8237590219472677,churn,RF_0,RK_C2,churn_RF_0
RF,0,RK,Corr,0.91125,0.918,0.7188021739423608,0.7247385476506113,0.5332693496009782,0.5435518346989668,0.09947215442736994,0.09827549290153176,0.7188021739423608,0.7247385476506113,churn,RF_0,RK_Corr,churn_RF_0
RF,0,RK,Prec,1,0.957,1,0.8612277213138901,1,0.7849483876130271,0.3934536342603935,0.20076219536231665,1,0.8612277213138901,churn,RF_0,RK_Prec,churn_RF_0
SVC,1,RK,C2,0.906,0.903,0.6820070895978487,0.6558125516286755,0.23134163593396073,0.22347817733516917,0.01865298277914764,0.01686418922814672,0.6820070895978487,0.6558125516286755,churn,SVC_1,RK_C2,churn_SVC_1
SVC,1,RK,Corr,0.919,0.911,0.6946937383796858,0.6397825456006787,0.2719951825854058,0.2195994528427625,0.02249650454951499,0.01517292570240209,0.6946937383796858,0.6397825456006787,churn,SVC_1,RK_Corr,churn_SVC_1
SVC,1,RK,Prec,0.86775,0.894,0.7005046995927663,0.6814315375856757,0.1907169574629206,0.23469019392661697,0.01813469431535727,0.02021207053098878,0.7005046995927663,0.6814315375856757,churn,SVC_1,RK_Prec,churn_SVC_1
XGB,2,RK,C2,0.8346055979643766,0.820536540240518,0.7870212142228958,0.7668203760784122,0.5925947405430805,0.5552044183895954,0.1700593544344237,0.14874078813883934,0.7870212142228958,0.7668203760784122,phoneme,XGB_2,RK_C2,phoneme_XGB_2
XGB,2,RK,Corr,0.7941244506130002,0.7918593894542091,0.7457189026090563,0.7357523199112808,0.5000988766007031,0.4874240013487456,0.11994516697743364,0.11377968785428676,0.7457189026090563,0.7357523199112808,phoneme,XGB_2,RK_Corr,phoneme_XGB_2
XGB,2,RK,Prec,0.9049271339347676,0.8556891766882516,0.8649240357380341,0.7998638224309735,0.7628782547548718,0.6356368727637287,0.29580317775594545,0.19922898728499977,0.8649240357380341,0.7998638224309735,phoneme,XGB_2,RK_Prec,phoneme_XGB_2
RF,2,RK,C2,0.8346055979643766,0.8362627197039778,0.7870212142228958,0.7854013842264496,0.5925947405430805,0.5901048640195374,0.1700593544344237,0.1671587240531545,0.7870212142228958,0.7854013842264496,phoneme,RF_2,RK_C2,phoneme_RF_2
RF,2,RK,Corr,0.7941244506130002,0.81313598519889,0.7457189026090563,0.7606718057109703,0.5000988766007031,0.5353525466430614,0.11994516697743364,0.13669161653104966,0.7457189026090563,0.7606718057109703,phoneme,RF_2,RK_Corr,phoneme_RF_2
RF,2,RK,Prec,0.9049271339347676,0.8658649398704903,0.8649240357380341,0.8118964731236271,0.7628782547548718,0.6575937960788597,0.29580317775594545,0.21119427322895937,0.8649240357380341,0.8118964731236271,phoneme,RF_2,RK_Prec,phoneme_RF_2
SVC,0,RK,C2,0.8609761739532732,0.8695652173913043,0.8183891447619532,0.827720274291629,0.6582798823580939,0.6660180772391127,0.21297570933096188,0.21143450323104235,0.8183891447619532,0.827720274291629,phoneme,SVC_0,RK_C2,phoneme_SVC_0
SVC,0,RK,Corr,0.8542678695350451,0.8649398704902868,0.8173192702104379,0.8255983956527364,0.6468330527611441,0.6567597191895818,0.20522292491674424,0.20582149809716715,0.8173192702104379,0.8255983956527364,phoneme,SVC_0,RK_Corr,phoneme_SVC_0
SVC,0,RK,Prec,0.8582003238491788,0.8714153561517114,0.8091702078933306,0.8194634924742312,0.6471387401729767,0.6635151325144719,0.2059537117199079,0.2090551029084284,0.8091702078933306,0.8194634924742312,phoneme,SVC_0,RK_Prec,phoneme_SVC_0
XGB,0,RK,C2,0.9518790100824932,0.9404761904761904,0.9525112441461868,0.9616222485955808,0.9272462263207282,0.9102911178348536,1.0023073170631294,0.9767843958049802,0.9525112441461868,0.9616222485955808,wall-robot-navigation,XGB_0,RK_C2,wall-robot-navigation_XGB_0
XGB,0,RK,Corr,0.9777726856095326,0.9798534798534798,0.92493287234016,0.9363837176638832,0.9661715591379976,0.969332421033282,1.0850860162813016,1.0876126181172008,0.92493287234016,0.9363837176638832,wall-robot-navigation,XGB_0,RK_Corr,wall-robot-navigation_XGB_0
XGB,0,RK,Prec,0.9983959670027498,0.9826007326007326,0.9969144640971476,0.9852193151962948,0.9975776466616874,0.9736923521684664,1.176770269505921,1.091563822367586,0.9969144640971476,0.9852193151962948,wall-robot-navigation,XGB_0,RK_Prec,wall-robot-navigation_XGB_0
RF,0,RK,C2,0.9518790100824932,0.9404761904761904,0.9525112441461868,0.955900802370321,0.9272462263207282,0.9104527322135508,1.0023073170631294,0.974985247662496,0.9525112441461868,0.955900802370321,wall-robot-navigation,RF_0,RK_C2,wall-robot-navigation_RF_0
RF,0,RK,Corr,0.9777726856095326,0.9798534798534798,0.92493287234016,0.9319814434712164,0.9661715591379976,0.969407869603973,1.0850860162813016,1.0875221597868054,0.92493287234016,0.9319814434712164,wall-robot-navigation,RF_0,RK_Corr,wall-robot-navigation_RF_0
RF,0,RK,Prec,0.9983959670027498,0.9835164835164836,0.9969144640971476,0.9814381121988648,0.9975776466616874,0.9751374926004442,1.176770269505921,1.1006849055365673,0.9969144640971476,0.9814381121988648,wall-robot-navigation,RF_0,RK_Prec,wall-robot-navigation_RF_0
SVC,2,RK,C2,0.9227772685609532,0.891941391941392,0.9272438876219228,0.9017726149610792,0.8827544993052971,0.8370326526585775,0.8735833426290363,0.7972403783247426,0.9272438876219228,0.9017726149610792,wall-robot-navigation,SVC_2,RK_C2,wall-robot-navigation_SVC_2
SVC,2,RK,Corr,0.9264436296975253,0.891941391941392,0.88634515135898,0.8540565609448787,0.8875900162398758,0.8356340518242049,0.8662919610746194,0.7736086443812511,0.88634515135898,0.8540565609448787,wall-robot-navigation,SVC_2,RK_Corr,wall-robot-navigation_SVC_2
SVC,2,RK,Prec,0.9358386801099908,0.9047619047619048,0.941570663071821,0.9118298302887088,0.9027254499222588,0.8561151808315743,0.9070331516883584,0.8213781950279403,0.941570663071821,0.9118298302887088,wall-robot-navigation,SVC_2,RK_Prec,wall-robot-navigation_SVC_2
XGB,2,RK,C2,0.9990767810432374,0.9993846153846154,0.9990427568602424,0.9993606138107416,0.9981511049037682,0.998767436974312,0.6857478764514674,0.6876808716589631,0.9990427568602424,0.9993606138107416,mushroom,XGB_2,RK_C2,mushroom_XGB_2
XGB,2,RK,Corr,0.998615171564856,0.9987692307692309,0.9985641352903638,0.9987212276214834,0.997226566224782,0.9975347598856128,0.6829250168908163,0.6837716714640691,0.9985641352903638,0.9987212276214834,mushroom,XGB_2,RK_Corr,mushroom_XGB_2
XGB,2,RK,Prec,1,1,1,1,1,1,0.6925153620097683,0.692442446947224,1,1,mushroom,XGB_2,RK_Prec,mushroom_XGB_2
RF,1,RK,C2,0.9990767810432374,0.9993846153846154,0.9990427568602424,0.9993606138107416,0.9981511049037682,0.998767436974312,0.6857478764514674,0.6876808716589631,0.9990427568602424,0.9993606138107416,mushroom,RF_1,RK_C2,mushroom_RF_1
RF,1,RK,Corr,0.998615171564856,0.9987692307692309,0.9985641352903638,0.9987212276214834,0.997226566224782,0.9975347598856128,0.6829250168908163,0.6837716714640691,0.9985641352903638,0.9987212276214834,mushroom,RF_1,RK_Corr,mushroom_RF_1
RF,1,RK,Prec,1,1,1,1,1,1,0.6925153620097683,0.692442446947224,1,1,mushroom,RF_1,RK_Prec,mushroom_RF_1
SVC,1,RK,C2,0.9990767810432374,0.9993846153846154,0.9990427568602424,0.9993606138107416,0.9981511049037682,0.998767436974312,0.6857478764514674,0.6876808716589631,0.9990427568602424,0.9993606138107416,mushroom,SVC_1,RK_C2,mushroom_SVC_1
SVC,1,RK,Corr,0.998615171564856,0.9987692307692309,0.9985641352903638,0.9987212276214834,0.997226566224782,0.9975347598856128,0.6829250168908163,0.6837716714640691,0.9985641352903638,0.9987212276214834,mushroom,SVC_1,RK_Corr,mushroom_SVC_1
SVC,1,RK,Prec,1,1,1,1,1,1,0.6925153620097683,0.692442446947224,1,1,mushroom,SVC_1,RK_Prec,mushroom_SVC_1
XGB,1,RK,C2,0.9623740745236072,0.9364077669902912,0.963747329153737,0.9364890682257546,0.9547312153393172,0.9235127342255998,1.6169645490949902,1.516459512760495,0.963747329153737,0.9364890682257546,har,XGB_1,RK_C2,har_XGB_1
XGB,1,RK,Corr,0.9665007889306956,0.9354368932038836,0.966938720032333,0.9348943331355868,0.9597000616311716,0.9223645516735628,1.6400407501594425,1.534270207466235,0.966938720032333,0.9348943331355868,har,XGB_1,RK_Corr,har_XGB_1
